,experiment,layer_id,numModules,Perplexity,jaccard
2112,66,32,1,1.00,1.00
2113,67,1,2,1.04,0.99
2114,67,2,1,1.00,1.00
2115,67,3,1,1.00,1.00
2116,67,4,2,1.03,0.99
2117,67,5,3,1.07,1.00
2118,67,6,3,1.07,0.98
2119,67,7,2,1.02,1.00
2120,67,8,2,1.06,0.79
2121,67,9,2,1.09,1.00
2122,67,10,4,1.08,1.00
2123,67,11,2,1.03,1.00
2124,67,12,2,1.04,1.00
2125,67,13,2,1.09,1.00
2126,67,14,1,1.00,1.00
2127,67,15,1,1.00,1.00
2128,67,16,3,1.41,1.00
2129,67,17,1,1.00,1.00
2130,67,18,2,1.19,1.00
2131,67,19,3,1.25,1.00
2132,67,20,2,1.62,1.00
2133,67,21,1,1.00,1.00
2134,67,22,3,1.10,1.00
2135,67,23,1,1.00,0.98
2136,67,24,2,1.06,1.00
2137,67,25,1,1.00,1.00
2138,67,26,1,1.00,0.99
2139,67,27,2,1.02,0.99
2140,67,28,1,1.00,1.00
2141,67,29,2,1.05,1.00
2142,67,30,1,1.00,1.00
2143,67,31,1,1.00,1.00
2144,67,32,1,1.00,1.00
2145,68,1,1,1.00,1.00
2146,68,2,1,1.00,1.00
2147,68,3,1,1.00,1.00
2148,68,4,1,1.00,1.00
2149,68,5,3,1.07,1.00
2150,68,6,2,1.05,0.99
2151,68,7,1,1.00,1.00
2152,68,8,1,1.00,0.81
2153,68,9,3,1.83,0.72
2154,68,10,3,1.06,1.00
2155,68,11,2,1.03,0.99
2156,68,12,2,1.04,1.00
2157,68,13,2,1.09,1.00
2158,68,14,1,1.00,1.00
2159,68,15,1,1.00,1.00
2160,68,16,3,1.41,1.00
2161,68,17,1,1.00,1.00
2162,68,18,2,1.19,1.00
2163,68,19,3,1.25,1.00
2164,68,20,2,1.62,1.00
2165,68,21,1,1.00,1.00
2166,68,22,3,1.10,1.00
2167,68,23,2,1.03,0.99
2168,68,24,2,1.06,1.00
2169,68,25,1,1.00,1.00
2170,68,26,1,1.00,0.99
2171,68,27,1,1.00,0.99
2172,68,28,1,1.00,1.00
2173,68,29,2,1.05,1.00
2174,68,30,1,1.00,1.00
2175,68,31,1,1.00,1.00
2176,68,32,1,1.00,1.00
2177,69,1,1,1.00,1.00
2178,69,2,1,1.00,1.00
2179,69,3,1,1.00,1.00
2180,69,4,1,1.00,1.00
2181,69,5,3,1.07,1.00
2182,69,6,2,1.05,0.99
2183,69,7,1,1.00,1.00
2184,69,8,2,1.06,0.79
2185,69,9,2,1.09,1.00
2186,69,10,4,1.08,1.00
2187,69,11,2,1.06,0.99
2188,69,12,1,1.00,0.99
2189,69,13,3,1.14,0.99
2190,69,14,1,1.00,1.00
2191,69,15,1,1.00,1.00
2192,69,16,3,1.41,1.00
2193,69,17,1,1.00,1.00
2194,69,18,2,1.19,1.00
2195,69,19,3,1.25,1.00
2196,69,20,2,1.75,0.90
2197,69,21,1,1.00,1.00
2198,69,22,3,1.10,1.00
2199,69,23,2,1.09,0.99
2200,69,24,3,1.08,1.00
2201,69,25,1,1.00,1.00
2202,69,26,1,1.00,0.99
2203,69,27,2,1.02,0.99
2204,69,28,2,1.08,0.98
2205,69,29,2,1.05,1.00
2206,69,30,1,1.00,1.00
2207,69,31,1,1.00,1.00
2208,69,32,1,1.00,1.00
2209,70,1,1,1.00,1.00
2210,70,2,1,1.00,1.00
2211,70,3,1,1.00,1.00
2212,70,4,1,1.00,1.00
2213,70,5,3,1.07,1.00
2214,70,6,2,1.05,0.99
2215,70,7,1,1.00,1.00
2216,70,8,1,1.00,0.81
2217,70,9,2,1.09,1.00
2218,70,10,4,1.08,1.00
2219,70,11,2,1.03,1.00
2220,70,12,2,1.04,1.00
2221,70,13,2,1.09,1.00
2222,70,14,1,1.00,1.00
2223,70,15,1,1.00,1.00
2224,70,16,3,1.41,1.00
2225,70,17,1,1.00,1.00
2226,70,18,2,1.19,1.00
2227,70,19,3,1.25,1.00
2228,70,20,2,1.62,1.00
2229,70,21,1,1.00,1.00
2230,70,22,3,1.10,1.00
2231,70,23,2,1.06,1.00
2232,70,24,3,1.08,1.00
2233,70,25,1,1.00,1.00
2234,70,26,2,1.03,1.00
2235,70,27,1,1.00,0.99
2236,70,28,1,1.00,1.00
2237,70,29,2,1.05,1.00
2238,70,30,1,1.00,1.00
2239,70,31,1,1.00,1.00
2240,70,32,1,1.00,1.00
2241,71,1,1,1.00,1.00
2242,71,2,1,1.00,1.00
2243,71,3,1,1.00,1.00
2244,71,4,1,1.00,1.00
2245,71,5,3,1.07,1.00
2246,71,6,2,1.05,0.99
2247,71,7,1,1.00,1.00
2248,71,8,1,1.00,0.81
2249,71,9,2,1.09,1.00
2250,71,10,4,1.08,1.00
2251,71,11,2,1.03,1.00
2252,71,12,2,1.04,1.00
2253,71,13,2,1.09,1.00
2254,71,14,1,1.00,1.00
2255,71,15,1,1.00,1.00
2256,71,16,3,1.41,1.00
2257,71,17,1,1.00,1.00
2258,71,18,2,1.19,1.00
2259,71,19,3,1.25,1.00
2260,71,20,2,1.53,0.58
2261,71,21,1,1.00,1.00
2262,71,22,3,1.10,1.00
2263,71,23,2,1.03,0.99
2264,71,24,3,1.08,1.00
2265,71,25,1,1.00,1.00
2266,71,26,2,1.03,1.00
2267,71,27,1,1.00,0.99
2268,71,28,2,1.04,0.99
2269,71,29,2,1.05,1.00
2270,71,30,2,1.06,0.98
2271,71,31,1,1.00,1.00
2272,71,32,1,1.00,1.00
2273,72,1,1,1.00,1.00
2274,72,2,1,1.00,1.00
2275,72,3,1,1.00,1.00
2276,72,4,1,1.00,1.00
2277,72,5,3,1.07,1.00
2278,72,6,1,1.00,1.00
2279,72,7,1,1.00,1.00
2280,72,8,1,1.00,0.81
2281,72,9,2,1.09,1.00
2282,72,10,3,1.06,1.00
2283,72,11,1,1.00,0.99
2284,72,12,1,1.00,0.99
2285,72,13,2,1.09,1.00
2286,72,14,1,1.00,1.00
2287,72,15,1,1.00,1.00
2288,72,16,3,1.41,1.00
2289,72,17,1,1.00,1.00
2290,72,18,2,1.19,1.00
2291,72,19,3,1.25,1.00
2292,72,20,2,1.62,1.00
2293,72,21,1,1.00,1.00
2294,72,22,3,1.10,1.00
2295,72,23,2,1.06,1.00
2296,72,24,2,1.06,1.00
2297,72,25,1,1.00,1.00
2298,72,26,2,1.03,1.00
2299,72,27,1,1.00,0.99
2300,72,28,2,1.08,0.98
2301,72,29,2,1.05,1.00
2302,72,30,1,1.00,1.00
2303,72,31,1,1.00,1.00
2304,72,32,1,1.00,1.00
2305,73,1,1,1.00,1.00
2306,73,2,1,1.00,1.00
2307,73,3,1,1.00,1.00
2308,73,4,1,1.00,1.00
2309,73,5,3,1.07,1.00
2310,73,6,1,1.00,1.00
2311,73,7,1,1.00,1.00
2312,73,8,2,1.50,1.00
2313,73,9,2,1.09,1.00
2314,73,10,4,1.08,1.00
2315,73,11,2,1.06,0.99
2316,73,12,2,1.06,0.99
2317,73,13,2,1.09,1.00
2318,73,14,1,1.00,1.00
2319,73,15,1,1.00,1.00
2320,73,16,3,1.41,1.00
2321,73,17,1,1.00,1.00
2322,73,18,2,1.19,1.00
2323,73,19,3,1.25,1.00
2324,73,20,2,1.62,1.00
2325,73,21,1,1.00,1.00
2326,73,22,3,1.10,1.00
2327,73,23,2,1.06,1.00
2328,73,24,3,1.08,1.00
2329,73,25,1,1.00,1.00
2330,73,26,2,1.03,1.00
2331,73,27,2,1.04,1.00
2332,73,28,2,1.08,0.98
2333,73,29,1,1.00,0.99
2334,73,30,1,1.00,1.00
2335,73,31,1,1.00,1.00
2336,73,32,1,1.00,1.00
2337,74,1,1,1.00,1.00
2338,74,2,1,1.00,1.00
2339,74,3,1,1.00,1.00
2340,74,4,1,1.00,1.00
2341,74,5,3,1.07,1.00
2342,74,6,2,1.05,0.99
2343,74,7,1,1.00,1.00
2344,74,8,2,1.04,0.80
2345,74,9,2,1.09,1.00
2346,74,10,4,1.08,1.00
2347,74,11,2,1.06,0.99
2348,74,12,2,1.06,0.99
2349,74,13,2,1.09,1.00
2350,74,14,1,1.00,1.00
2351,74,15,1,1.00,1.00
2352,74,16,3,1.41,1.00
2353,74,17,1,1.00,1.00
2354,74,18,2,1.19,1.00
2355,74,19,3,1.25,1.00
2356,74,20,2,1.62,1.00
2357,74,21,1,1.00,1.00
2358,74,22,3,1.10,1.00
2359,74,23,2,1.09,0.99
2360,74,24,3,1.08,1.00
2361,74,25,1,1.00,1.00
2362,74,26,2,1.03,1.00
2363,74,27,2,1.04,1.00
2364,74,28,1,1.00,1.00
2365,74,29,2,1.05,1.00
2366,74,30,1,1.00,1.00
2367,74,31,1,1.00,1.00
2368,74,32,1,1.00,1.00
2369,75,1,3,1.10,0.97
2370,75,2,2,1.21,0.93
2371,75,3,1,1.00,1.00
2372,75,4,5,1.43,0.89
2373,75,5,4,1.12,0.99
2374,75,6,5,1.20,0.95
2375,75,7,3,1.05,0.99
2376,75,8,3,1.15,0.81
2377,75,9,2,1.09,1.00
2378,75,10,4,1.08,1.00
2379,75,11,1,1.00,0.99
2380,75,12,2,1.04,1.00
2381,75,13,2,1.09,1.00
2382,75,14,2,1.72,0.71
2383,75,15,2,1.19,0.94
2384,75,16,3,1.41,1.00
2385,75,17,1,1.00,1.00
2386,75,18,2,1.19,1.00
2387,75,19,3,1.25,1.00
2388,75,20,2,1.53,0.58
2389,75,21,1,1.00,1.00
2390,75,22,3,1.10,1.00
2391,75,23,3,1.07,0.99
2392,75,24,4,1.10,1.00
2393,75,25,1,1.00,1.00
2394,75,26,3,1.07,0.99
2395,75,27,3,1.06,0.99
2396,75,28,3,1.12,0.97
2397,75,29,3,1.09,0.99
2398,75,30,1,1.00,1.00
2399,75,31,1,1.00,1.00
2400,75,32,1,1.00,1.00
2401,76,1,1,1.00,1.00
2402,76,2,1,1.00,1.00
2403,76,3,1,1.00,1.00
2404,76,4,1,1.00,1.00
2405,76,5,3,1.07,1.00
2406,76,6,1,1.00,1.00
2407,76,7,1,1.00,1.00
2408,76,8,1,1.00,0.81
2409,76,9,2,1.09,1.00
2410,76,10,3,1.06,1.00
2411,76,11,1,1.00,0.99
2412,76,12,1,1.00,0.99
2413,76,13,2,1.09,1.00
2414,76,14,1,1.00,1.00
2415,76,15,1,1.00,1.00
2416,76,16,3,1.41,1.00
2417,76,17,1,1.00,1.00
2418,76,18,2,1.19,1.00
2419,76,19,3,1.25,1.00
2420,76,20,1,1.00,0.75
2421,76,21,1,1.00,1.00
2422,76,22,3,1.10,1.00
2423,76,23,2,1.06,1.00
2424,76,24,3,1.08,1.00
2425,76,25,1,1.00,1.00
2426,76,26,2,1.03,1.00
2427,76,27,2,1.04,1.00
2428,76,28,1,1.00,1.00
2429,76,29,2,1.05,1.00
2430,76,30,1,1.00,1.00
2431,76,31,1,1.00,1.00
2432,76,32,1,1.00,1.00
2433,77,1,1,1.00,1.00
2434,77,2,1,1.00,1.00
2435,77,3,1,1.00,1.00
2436,77,4,1,1.00,1.00
2437,77,5,3,1.07,1.00
2438,77,6,1,1.00,1.00
2439,77,7,1,1.00,1.00
2440,77,8,2,1.50,1.00
2441,77,9,2,1.09,1.00
2442,77,10,4,1.08,1.00
2443,77,11,2,1.03,1.00
2444,77,12,2,1.04,1.00
2445,77,13,2,1.09,1.00
2446,77,14,1,1.00,1.00
2447,77,15,1,1.00,1.00
2448,77,16,3,1.41,1.00
2449,77,17,1,1.00,1.00
2450,77,18,2,1.19,1.00
2451,77,19,3,1.25,1.00
2452,77,20,2,1.62,1.00
2453,77,21,1,1.00,1.00
2454,77,22,3,1.10,1.00
2455,77,23,2,1.06,1.00
2456,77,24,3,1.08,1.00
2457,77,25,1,1.00,1.00
2458,77,26,2,1.03,1.00
2459,77,27,1,1.00,0.99
2460,77,28,2,1.04,0.99
2461,77,29,2,1.05,1.00
2462,77,30,1,1.00,1.00
2463,77,31,1,1.00,1.00
2464,77,32,1,1.00,1.00
2465,78,1,2,1.04,0.99
2466,78,2,1,1.00,1.00
2467,78,3,1,1.00,1.00
2468,78,4,2,1.03,0.99
2469,78,5,3,1.07,1.00
2470,78,6,3,1.07,0.98
2471,78,7,2,1.02,1.00
2472,78,8,2,1.04,0.80
2473,78,9,2,1.09,1.00
2474,78,10,4,1.08,1.00
2475,78,11,1,1.00,0.99
2476,78,12,2,1.04,1.00
2477,78,13,2,1.09,1.00
2478,78,14,1,1.00,1.00
2479,78,15,2,1.19,0.94
2480,78,16,3,1.41,1.00
2481,78,17,1,1.00,1.00
2482,78,18,2,1.19,1.00
2483,78,19,3,1.25,1.00
2484,78,20,2,1.53,0.58
2485,78,21,1,1.00,1.00
2486,78,22,3,1.10,1.00
2487,78,23,2,1.06,0.98
2488,78,24,2,1.06,1.00
2489,78,25,1,1.00,1.00
2490,78,26,1,1.00,0.99
2491,78,27,2,1.02,0.99
2492,78,28,1,1.00,1.00
2493,78,29,2,1.05,1.00
2494,78,30,1,1.00,1.00
2495,78,31,1,1.00,1.00
2496,78,32,1,1.00,1.00
2497,79,1,1,1.00,1.00
2498,79,2,1,1.00,1.00
2499,79,3,1,1.00,1.00
2500,79,4,1,1.00,1.00
2501,79,5,3,1.07,1.00
2502,79,6,2,1.05,0.99
2503,79,7,1,1.00,1.00
2504,79,8,2,1.06,0.79
2505,79,9,2,1.09,1.00
2506,79,10,4,1.08,1.00
2507,79,11,2,1.03,1.00
2508,79,12,2,1.04,1.00
2509,79,13,2,1.09,1.00
2510,79,14,1,1.00,1.00
2511,79,15,1,1.00,1.00
2512,79,16,3,1.41,1.00
2513,79,17,1,1.00,1.00
2514,79,18,2,1.19,1.00
2515,79,19,3,1.25,1.00
2516,79,20,2,1.53,0.58
2517,79,21,1,1.00,1.00
2518,79,22,3,1.10,1.00
2519,79,23,2,1.06,1.00
2520,79,24,3,1.08,1.00
2521,79,25,1,1.00,1.00
2522,79,26,2,1.03,1.00
2523,79,27,2,1.04,1.00
2524,79,28,2,1.08,0.98
2525,79,29,2,1.05,1.00
2526,79,30,1,1.00,1.00
2527,79,31,1,1.00,1.00
2528,79,32,1,1.00,1.00
2529,80,1,2,1.04,0.99
2530,80,2,1,1.00,1.00
2531,80,3,1,1.00,1.00
2532,80,4,2,1.03,0.99
2533,80,5,4,1.09,1.00
2534,80,6,3,1.07,0.98
2535,80,7,2,1.02,1.00
2536,80,8,2,1.06,0.79
2537,80,9,2,1.09,1.00
2538,80,10,4,1.08,1.00
2539,80,11,2,1.03,1.00
2540,80,12,2,1.04,1.00
2541,80,13,2,1.09,1.00
2542,80,14,1,1.00,1.00
2543,80,15,1,1.00,1.00
2544,80,16,3,1.41,1.00
2545,80,17,1,1.00,1.00
2546,80,18,2,1.19,1.00
2547,80,19,3,1.25,1.00
2548,80,20,2,1.62,1.00
2549,80,21,1,1.00,1.00
2550,80,22,3,1.10,1.00
2551,80,23,2,1.06,0.98
2552,80,24,2,1.06,1.00
2553,80,25,1,1.00,1.00
2554,80,26,1,1.00,0.99
2555,80,27,1,1.00,0.99
2556,80,28,2,1.04,0.99
2557,80,29,2,1.05,1.00
2558,80,30,1,1.00,1.00
2559,80,31,1,1.00,1.00
2560,80,32,1,1.00,1.00
2561,81,1,1,1.00,1.00
2562,81,2,1,1.00,1.00
2563,81,3,1,1.00,1.00
2564,81,4,1,1.00,1.00
2565,81,5,3,1.07,1.00
2566,81,6,1,1.00,1.00
2567,81,7,1,1.00,1.00
2568,81,8,1,1.00,0.81
2569,81,9,2,1.09,1.00
2570,81,10,3,1.06,1.00
2571,81,11,1,1.00,0.99
2572,81,12,1,1.00,0.99
2573,81,13,2,1.09,1.00
2574,81,14,1,1.00,1.00
2575,81,15,1,1.00,1.00
2576,81,16,3,1.41,1.00
2577,81,17,1,1.00,1.00
2578,81,18,2,1.19,1.00
2579,81,19,3,1.25,1.00
2580,81,20,2,1.53,0.58
2581,81,21,1,1.00,1.00
2582,81,22,3,1.10,1.00
2583,81,23,2,1.06,1.00
2584,81,24,3,1.08,1.00
2585,81,25,1,1.00,1.00
2586,81,26,2,1.03,1.00
2587,81,27,1,1.00,0.99
2588,81,28,2,1.08,0.98
2589,81,29,2,1.05,1.00
2590,81,30,1,1.00,1.00
2591,81,31,1,1.00,1.00
2592,81,32,1,1.00,1.00
2593,82,1,1,1.00,1.00
2594,82,2,1,1.00,1.00
2595,82,3,1,1.00,1.00
2596,82,4,1,1.00,1.00
2597,82,5,3,1.07,1.00
2598,82,6,1,1.00,1.00
2599,82,7,1,1.00,1.00
2600,82,8,2,1.50,1.00
2601,82,9,2,1.09,1.00
2602,82,10,4,1.08,1.00
2603,82,11,2,1.06,0.99
2604,82,12,2,1.04,1.00
2605,82,13,2,1.09,1.00
2606,82,14,1,1.00,1.00
2607,82,15,1,1.00,1.00
2608,82,16,3,1.41,1.00
2609,82,17,1,1.00,1.00
2610,82,18,2,1.19,1.00
2611,82,19,3,1.25,1.00
2612,82,20,2,1.53,0.58
2613,82,21,1,1.00,1.00
2614,82,22,3,1.10,1.00
2615,82,23,2,1.06,1.00
2616,82,24,3,1.08,1.00
2617,82,25,1,1.00,1.00
2618,82,26,2,1.03,1.00
2619,82,27,2,1.04,1.00
2620,82,28,1,1.00,1.00
2621,82,29,2,1.05,1.00
2622,82,30,1,1.00,1.00
2623,82,31,1,1.00,1.00
2624,82,32,1,1.00,1.00
2625,83,1,2,1.04,0.99
2626,83,2,1,1.00,1.00
2627,83,3,1,1.00,1.00
2628,83,4,2,1.03,0.99
2629,83,5,4,1.09,1.00
2630,83,6,3,1.17,0.95
2631,83,7,3,1.07,0.98
2632,83,8,2,1.04,0.80
2633,83,9,2,1.09,1.00
2634,83,10,4,1.08,1.00
2635,83,11,2,1.03,1.00
2636,83,12,2,1.04,1.00
2637,83,13,2,1.09,1.00
2638,83,14,1,1.00,1.00
2639,83,15,1,1.00,1.00
2640,83,16,3,1.41,1.00
2641,83,17,1,1.00,1.00
2642,83,18,2,1.19,1.00
2643,83,19,3,1.25,1.00
2644,83,20,2,1.53,0.58
2645,83,21,1,1.00,1.00
2646,83,22,3,1.10,1.00
2647,83,23,2,1.03,0.99
2648,83,24,2,1.06,1.00
2649,83,25,1,1.00,1.00
2650,83,26,1,1.00,0.99
2651,83,27,2,1.05,0.99
2652,83,28,2,1.04,0.99
2653,83,29,2,1.05,1.00
2654,83,30,1,1.00,1.00
2655,83,31,1,1.00,1.00
2656,83,32,1,1.00,1.00
2657,84,1,1,1.00,1.00
2658,84,2,1,1.00,1.00
2659,84,3,1,1.00,1.00
2660,84,4,1,1.00,1.00
2661,84,5,3,1.07,1.00
2662,84,6,2,1.05,0.99
2663,84,7,1,1.00,1.00
2664,84,8,1,1.00,0.81
2665,84,9,2,1.09,1.00
2666,84,10,4,1.08,1.00
2667,84,11,2,1.06,0.99
2668,84,12,2,1.04,1.00
2669,84,13,2,1.09,1.00
2670,84,14,1,1.00,1.00
2671,84,15,1,1.00,1.00
2672,84,16,3,1.41,1.00
2673,84,17,1,1.00,1.00
2674,84,18,2,1.19,1.00
2675,84,19,3,1.25,1.00
2676,84,20,2,1.62,1.00
2677,84,21,1,1.00,1.00
2678,84,22,3,1.10,1.00
2679,84,23,2,1.06,1.00
2680,84,24,3,1.08,1.00
2681,84,25,1,1.00,1.00
2682,84,26,1,1.00,0.99
2683,84,27,2,1.02,0.99
2684,84,28,1,1.00,1.00
2685,84,29,2,1.05,1.00
2686,84,30,2,1.06,0.98
2687,84,31,1,1.00,1.00
2688,84,32,1,1.00,1.00
2689,85,1,2,1.04,0.99
2690,85,2,1,1.00,1.00
2691,85,3,1,1.00,1.00
2692,85,4,2,1.03,0.99
2693,85,5,4,1.09,1.00
2694,85,6,3,1.17,0.95
2695,85,7,2,1.02,1.00
2696,85,8,2,1.04,0.80
2697,85,9,2,1.09,1.00
2698,85,10,4,1.08,1.00
2699,85,11,2,1.03,1.00
2700,85,12,2,1.06,0.99
2701,85,13,2,1.09,1.00
2702,85,14,1,1.00,1.00
2703,85,15,1,1.00,1.00
2704,85,16,3,1.41,1.00
2705,85,17,1,1.00,1.00
2706,85,18,2,1.19,1.00
2707,85,19,3,1.25,1.00
2708,85,20,2,1.62,1.00
2709,85,21,1,1.00,1.00
2710,85,22,3,1.10,1.00
2711,85,23,2,1.03,0.98
2712,85,24,2,1.06,1.00
2713,85,25,1,1.00,1.00
2714,85,26,1,1.00,0.99
2715,85,27,1,1.00,0.99
2716,85,28,1,1.00,1.00
2717,85,29,2,1.05,1.00
2718,85,30,1,1.00,1.00
2719,85,31,1,1.00,1.00
2720,85,32,1,1.00,1.00
2721,86,1,1,1.00,1.00
2722,86,2,1,1.00,1.00
2723,86,3,1,1.00,1.00
2724,86,4,1,1.00,1.00
2725,86,5,3,1.07,1.00
2726,86,6,2,1.05,0.99
2727,86,7,1,1.00,1.00
2728,86,8,2,1.09,0.79
2729,86,9,2,1.09,1.00
2730,86,10,4,1.08,1.00
2731,86,11,1,1.00,0.99
2732,86,12,2,1.04,1.00
2733,86,13,3,1.18,0.98
2734,86,14,1,1.00,1.00
2735,86,15,1,1.00,1.00
2736,86,16,3,1.41,1.00
2737,86,17,1,1.00,1.00
2738,86,18,2,1.19,1.00
2739,86,19,3,1.25,1.00
2740,86,20,2,1.37,0.64
2741,86,21,1,1.00,1.00
2742,86,22,3,1.10,1.00
2743,86,23,2,1.09,0.99
2744,86,24,3,1.08,1.00
2745,86,25,1,1.00,1.00
2746,86,26,2,1.03,1.00
2747,86,27,2,1.04,1.00
2748,86,28,1,1.00,1.00
2749,86,29,2,1.05,1.00
2750,86,30,1,1.00,1.00
2751,86,31,1,1.00,1.00
2752,86,32,1,1.00,1.00
2753,87,1,2,1.04,0.99
2754,87,2,1,1.00,1.00
2755,87,3,1,1.00,1.00
2756,87,4,2,1.03,0.99
2757,87,5,4,1.10,0.99
2758,87,6,3,1.07,0.98
2759,87,7,2,1.02,1.00
2760,87,8,2,1.04,0.80
2761,87,9,2,1.09,1.00
2762,87,10,4,1.08,1.00
2763,87,11,2,1.03,1.00
2764,87,12,2,1.04,1.00
2765,87,13,2,1.09,1.00
2766,87,14,1,1.00,1.00
2767,87,15,1,1.00,1.00
2768,87,16,3,1.41,1.00
2769,87,17,1,1.00,1.00
2770,87,18,2,1.19,1.00
2771,87,19,3,1.25,1.00
2772,87,20,2,1.62,1.00
2773,87,21,1,1.00,1.00
2774,87,22,3,1.10,1.00
2775,87,23,2,1.03,0.99
2776,87,24,2,1.06,1.00
2777,87,25,1,1.00,1.00
2778,87,26,1,1.00,0.99
2779,87,27,1,1.00,0.99
2780,87,28,1,1.00,1.00
2781,87,29,2,1.05,1.00
2782,87,30,1,1.00,1.00
2783,87,31,1,1.00,1.00
2784,87,32,1,1.00,1.00
2785,88,1,4,1.21,0.95
2786,88,2,3,1.26,0.92
2787,88,3,3,1.21,0.94
2788,88,4,6,1.35,0.92
2789,88,5,5,1.17,0.98
2790,88,6,5,1.15,0.97
2791,88,7,3,1.25,0.92
2792,88,8,5,1.71,0.95
2793,88,9,2,1.09,1.00
2794,88,10,4,1.08,1.00
2795,88,11,3,1.06,0.99
2796,88,12,1,1.00,0.99
2797,88,13,3,1.14,0.99
2798,88,14,2,1.72,0.71
2799,88,15,1,1.00,1.00
2800,88,16,3,1.41,1.00
2801,88,17,1,1.00,1.00
2802,88,18,2,1.19,1.00
2803,88,19,4,1.33,0.98
2804,88,20,2,1.62,1.00
2805,88,21,1,1.00,1.00
2806,88,22,3,1.10,1.00
2807,88,23,3,1.13,0.98
2808,88,24,3,1.10,0.99
2809,88,25,1,1.00,1.00
2810,88,26,2,1.06,0.99
2811,88,27,3,1.04,1.00
2812,88,28,1,1.00,1.00
2813,88,29,4,1.28,0.93
2814,88,30,1,1.00,1.00
2815,88,31,2,1.73,0.70
2816,88,32,1,1.00,1.00
2817,89,1,1,1.00,1.00
2818,89,2,1,1.00,1.00
2819,89,3,1,1.00,1.00
2820,89,4,2,1.05,0.99
2821,89,5,3,1.07,1.00
2822,89,6,2,1.05,0.99
2823,89,7,2,1.02,1.00
2824,89,8,1,1.00,0.81
2825,89,9,2,1.09,1.00
2826,89,10,4,1.08,1.00
2827,89,11,2,1.03,1.00
2828,89,12,1,1.00,0.99
2829,89,13,2,1.09,1.00
2830,89,14,1,1.00,1.00
2831,89,15,1,1.00,1.00
2832,89,16,3,1.41,1.00
2833,89,17,1,1.00,1.00
2834,89,18,2,1.19,1.00
2835,89,19,3,1.25,1.00
2836,89,20,2,1.62,1.00
2837,89,21,1,1.00,1.00
2838,89,22,3,1.10,1.00
2839,89,23,3,1.07,0.99
2840,89,24,3,1.08,1.00
2841,89,25,1,1.00,1.00
2842,89,26,1,1.00,0.99
2843,89,27,2,1.04,0.99
2844,89,28,1,1.00,1.00
2845,89,29,1,1.00,0.99
2846,89,30,1,1.00,1.00
2847,89,31,1,1.00,1.00
2848,89,32,1,1.00,1.00
2849,90,1,1,1.00,1.00
2850,90,2,1,1.00,1.00
2851,90,3,1,1.00,1.00
2852,90,4,1,1.00,1.00
2853,90,5,3,1.07,1.00
2854,90,6,1,1.00,1.00
2855,90,7,1,1.00,1.00
2856,90,8,1,1.00,0.81
2857,90,9,2,1.09,1.00
2858,90,10,3,1.06,1.00
2859,90,11,1,1.00,0.99
2860,90,12,1,1.00,0.99
2861,90,13,2,1.09,1.00
2862,90,14,1,1.00,1.00
2863,90,15,1,1.00,1.00
2864,90,16,3,1.41,1.00
2865,90,17,1,1.00,1.00
2866,90,18,2,1.19,1.00
2867,90,19,3,1.25,1.00
2868,90,20,2,1.62,1.00
2869,90,21,1,1.00,1.00
2870,90,22,3,1.10,1.00
2871,90,23,2,1.06,1.00
2872,90,24,3,1.10,0.99
2873,90,25,1,1.00,1.00
2874,90,26,2,1.03,1.00
2875,90,27,2,1.02,0.99
2876,90,28,2,1.08,0.98
2877,90,29,2,1.05,1.00
2878,90,30,1,1.00,1.00
2879,90,31,1,1.00,1.00
2880,90,32,1,1.00,1.00
2881,91,1,1,1.00,1.00
2882,91,2,1,1.00,1.00
2883,91,3,1,1.00,1.00
2884,91,4,1,1.00,1.00
2885,91,5,3,1.07,1.00
2886,91,6,2,1.05,0.99
2887,91,7,1,1.00,1.00
2888,91,8,1,1.00,0.81
2889,91,9,2,1.09,1.00
2890,91,10,4,1.08,1.00
2891,91,11,2,1.03,1.00
2892,91,12,2,1.04,1.00
2893,91,13,2,1.09,1.00
2894,91,14,1,1.00,1.00
2895,91,15,1,1.00,1.00
2896,91,16,3,1.41,1.00
2897,91,17,1,1.00,1.00
2898,91,18,2,1.19,1.00
2899,91,19,3,1.25,1.00
2900,91,20,2,1.62,1.00
2901,91,21,1,1.00,1.00
2902,91,22,3,1.10,1.00
2903,91,23,2,1.06,1.00
2904,91,24,3,1.08,1.00
2905,91,25,1,1.00,1.00
2906,91,26,2,1.03,1.00
2907,91,27,1,1.00,0.99
2908,91,28,1,1.00,1.00
2909,91,29,2,1.05,1.00
2910,91,30,1,1.00,1.00
2911,91,31,1,1.00,1.00
2912,91,32,1,1.00,1.00
2913,92,1,1,1.00,1.00
2914,92,2,1,1.00,1.00
2915,92,3,1,1.00,1.00
2916,92,4,1,1.00,1.00
2917,92,5,3,1.07,1.00
2918,92,6,1,1.00,1.00
2919,92,7,1,1.00,1.00
2920,92,8,1,1.00,0.81
2921,92,9,2,1.09,1.00
2922,92,10,3,1.06,1.00
2923,92,11,1,1.00,0.99
2924,92,12,1,1.00,0.99
2925,92,13,2,1.09,1.00
2926,92,14,1,1.00,1.00
2927,92,15,1,1.00,1.00
2928,92,16,3,1.41,1.00
2929,92,17,1,1.00,1.00
2930,92,18,2,1.19,1.00
2931,92,19,3,1.25,1.00
2932,92,20,2,1.62,1.00
2933,92,21,1,1.00,1.00
