sample,trait,w,id,latitude_dd,longitude_dd,type,base,top,age,age_range,ageBin,layer
COUN000822|4144,IDu,0.083333333,4144,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4144,ISt,0.083333333,4144,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4144,Me,0.083333333,4144,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4144,Pa,0.166666667,4144,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4144,We,0.583333333,4144,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4144,Wo,0.25,4144,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4145,Aq,0.2,4145,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4145,Ca,0.2,4145,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4145,Du,0.2,4145,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4145,He,0.2,4145,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4145,ISt,0.2,4145,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4145,We,0.6,4145,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Aq,0.1,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Ca,0.1,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Di,0.05,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Du,0.05,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Ha,0.05,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,He,0.15,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,IDe,0.05,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,IDu,0.1,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Me,0.15,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Pa,0.15,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Sa,0.2,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,We,0.35,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4147,Wo,0.1,4147,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4148,Aq,0.166666667,4148,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4148,Di,0.166666667,4148,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4148,He,0.333333333,4148,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4148,ISt,0.166666667,4148,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4148,Me,0.5,4148,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4148,We,0.5,4148,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,Aq,0.25,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,Ca,0.0625,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,Du,0.125,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,He,0.125,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,IDu,0.0625,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,ISt,0.25,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,Me,0.0625,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,Pa,0.1875,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,We,0.4375,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4149,Wo,0.125,4149,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,Aq,0.285714286,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,Dr,0.035714286,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,Ha,0.035714286,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,He,0.071428571,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,IDe,0.071428571,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,IDu,0.035714286,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,ISt,0.142857143,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,Me,0.071428571,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,Pa,0.107142857,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,Sa,0.035714286,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,We,0.321428571,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4150,Wo,0.214285714,4150,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,Aq,0.066666667,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,Di,0.066666667,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,Du,0.066666667,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,Ha,0.066666667,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,He,0.2,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,Me,0.266666667,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,Pa,0.066666667,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,We,0.6,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4151,Wo,0.133333333,4151,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Aq,0.095238095,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Di,0.095238095,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Du,0.142857143,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Ge,0.047619048,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Ha,0.047619048,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,He,0.142857143,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,ISt,0.047619048,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Me,0.142857143,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Pa,0.095238095,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Sa,0.095238095,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,We,0.428571429,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4152,Wo,0.142857143,4152,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4153,Aq,0.333333333,4153,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4153,We,0.666666667,4153,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4155,We,1,4155,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4159,Aq,0.5,4159,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4159,ISt,0.5,4159,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4159,We,0.5,4159,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4160,Du,0.5,4160,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4160,Pa,0.5,4160,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4160,We,0.5,4160,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,Aq,0.076923077,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,Ca,0.076923077,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,Du,0.153846154,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,He,0.153846154,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,IDe,0.076923077,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,ISt,0.076923077,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,Me,0.153846154,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,Pa,0.153846154,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,We,0.538461538,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4161,Wo,0.076923077,4161,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,Aq,0.142857143,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,Ca,0.028571429,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,Du,0.057142857,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,He,0.028571429,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,IDu,0.057142857,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,ISt,0.057142857,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,Me,0.028571429,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,Pa,0.114285714,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,We,0.714285714,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4162,Wo,0.057142857,4162,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Aq,0.076923077,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Ca,0.076923077,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Di,0.051282051,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Du,0.179487179,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Ge,0.025641026,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,He,0.076923077,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,IDu,0.025641026,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,ISt,0.051282051,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Me,0.102564103,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Pa,0.179487179,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Sa,0.102564103,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,We,0.512820513,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000822|4163,Wo,0.025641026,4163,53.228333,-0.43666667,sequences,2599,1900,2249.5,699,2500,5
COUN000965|4672,IDu,1,4672,59.89045,17.534033,sequences,2599,1900,2249.5,699,2500,5
COUN000965|4672,Pa,1,4672,59.89045,17.534033,sequences,2599,1900,2249.5,699,2500,5
COUN001409|6756,Aq,0.681818182,6756,53.612213,-0.917716,sequences,2399,2164,2281.5,235,2500,5
COUN001409|6756,Ha,0.045454545,6756,53.612213,-0.917716,sequences,2399,2164,2281.5,235,2500,5
COUN001409|6756,He,0.090909091,6756,53.612213,-0.917716,sequences,2399,2164,2281.5,235,2500,5
COUN001409|6756,ISt,0.5,6756,53.612213,-0.917716,sequences,2399,2164,2281.5,235,2500,5
COUN001409|6756,Me,0.045454545,6756,53.612213,-0.917716,sequences,2399,2164,2281.5,235,2500,5
COUN001409|6756,Sa,0.045454545,6756,53.612213,-0.917716,sequences,2399,2164,2281.5,235,2500,5
COUN001409|6756,We,0.181818182,6756,53.612213,-0.917716,sequences,2399,2164,2281.5,235,2500,5
COUN001409|6757,Aq,0.555555556,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,Du,0.037037037,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,Ha,0.037037037,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,He,0.074074074,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,IDe,0.037037037,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,ISt,0.259259259,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,Me,0.037037037,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,Pa,0.037037037,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,Sa,0.037037037,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,We,0.222222222,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001409|6757,Wo,0.037037037,6757,53.612213,-0.917716,sequences,2267,2064,2165.5,203,2500,5
COUN001490|7178,Aq,0.5,7178,51.54615,-0.01269,sequences,2340,2156,2248,184,2500,5
COUN001490|7178,ISt,0.5,7178,51.54615,-0.01269,sequences,2340,2156,2248,184,2500,5
COUN001490|7178,We,0.5,7178,51.54615,-0.01269,sequences,2340,2156,2248,184,2500,5
COUN001493|7192,Aq,0.052631579,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Ca,0.052631579,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Di,0.315789474,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Du,0.157894737,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,He,0.052631579,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,IDu,0.105263158,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,ISt,0.052631579,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Me,0.052631579,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Op,0.052631579,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Pa,0.210526316,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Sa,0.157894737,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,We,0.368421053,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7192,Wo,0.105263158,7192,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Aq,0.272727273,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Ca,0.03030303,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Di,0.121212121,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Dr,0.03030303,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Du,0.181818182,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Ha,0.03030303,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,He,0.03030303,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,IDe,0.03030303,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,IRu,0.060606061,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,ISt,0.121212121,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Me,0.060606061,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Pa,0.242424242,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Sa,0.060606061,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,We,0.272727273,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001493|7193,Wo,0.121212121,7193,51.54615,-0.01269,sequences,2599,1540,2069.5,1059,2500,5
COUN001535|7422,Aq,0.171428571,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Ca,0.028571429,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Di,0.228571429,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Du,0.085714286,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Ha,0.028571429,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,He,0.028571429,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,IDu,0.085714286,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,IRu,0.028571429,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,ISt,0.057142857,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Me,0.114285714,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Op,0.028571429,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Pa,0.142857143,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Sa,0.2,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,We,0.285714286,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001535|7422,Wo,0.057142857,7422,51.49346,-0.66388965,sequences,2330,2135,2232.5,195,2500,5
COUN001545|7490,Aq,0.4,7490,53.90138,-0.88437223,sequences,2312,1950,2131,362,2500,5
COUN001545|7490,Ca,0.2,7490,53.90138,-0.88437223,sequences,2312,1950,2131,362,2500,5
COUN001545|7490,Du,0.2,7490,53.90138,-0.88437223,sequences,2312,1950,2131,362,2500,5
COUN001545|7490,We,0.4,7490,53.90138,-0.88437223,sequences,2312,1950,2131,362,2500,5
COUN001596|7687,Di,0.25,7687,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7687,Ge,0.25,7687,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7687,We,0.5,7687,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7687,Wo,0.25,7687,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,Aq,0.230769231,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,Du,0.230769231,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,IDe,0.076923077,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,ISt,0.076923077,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,Me,0.153846154,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,Pa,0.153846154,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,We,0.307692308,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7688,Wo,0.307692308,7688,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7689,Aq,0.3,7689,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7689,Di,0.1,7689,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7689,ISt,0.1,7689,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7689,Me,0.1,7689,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7689,Sa,0.1,7689,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7689,We,0.5,7689,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7689,Wo,0.2,7689,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7690,Di,0.1,7690,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7690,Dr,0.1,7690,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7690,Du,0.2,7690,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7690,IDu,0.2,7690,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7690,Pa,0.4,7690,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7690,We,0.4,7690,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7690,Wo,0.1,7690,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Aq,0.0625,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Di,0.1875,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Dr,0.125,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Du,0.1875,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Ge,0.0625,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Me,0.0625,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Mo,0.0625,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Pa,0.125,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Sa,0.1875,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,We,0.5,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7691,Wo,0.125,7691,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,Di,0.0625,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,Du,0.1875,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,He,0.125,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,IDe,0.0625,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,Me,0.1875,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,Pa,0.1875,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,We,0.6875,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7692,Wo,0.0625,7692,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,Aq,0.1875,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,Di,0.0625,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,Du,0.125,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,He,0.125,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,IDe,0.0625,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,Me,0.25,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,Pa,0.125,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,We,0.625,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7693,Wo,0.0625,7693,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7694,Aq,0.1875,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7694,Ca,0.0625,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7694,He,0.0625,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7694,IDe,0.0625,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7694,ISt,0.0625,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7694,Me,0.25,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7694,We,0.5625,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7694,Wo,0.1875,7694,52.22766,1.3539248,sequences,2024,2024,2024,0,2500,5
COUN001596|7695,Aq,0.176470588,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7695,Ca,0.058823529,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7695,Di,0.117647059,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7695,He,0.117647059,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7695,ISt,0.058823529,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7695,Me,0.235294118,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7695,Sa,0.058823529,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7695,We,0.705882353,7695,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
COUN001596|7696,Aq,0.058823529,7696,52.22766,1.3539248,sequences,2599,1900,2249.5,699,2500,5
